?triplestore	?eq	?qps	?resSize
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql27>	191.50528883028738e0	"2486"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql73>	1318.4845022694633e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql41>	437.7683410488544e0	"86"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql168>	1998.488476548904e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql136>	1997.6135177175e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql182>	2060.598067983251e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql104>	1638.8511740675183e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql86>	1519.6741575458361e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql150>	1792.8795073214922e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql54>	1708.0311968482044e0	"27"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql22>	207.15182420278634e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql149>	1425.863510071017e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql195>	1425.6949870995986e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql117>	2041.2790164410055e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql99>	1613.665552645758e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql163>	1947.9745350379578e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql67>	1441.4208719760254e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql131>	2069.058268129261e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql35>	461.49496741276346e0	"372"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql81>	1791.056538281744e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql9>	34.43374033111477e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql200>	1766.0567079631555e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql176>	2142.832653341105e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql144>	1543.8009521855513e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql190>	2054.844624978527e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql48>	1064.2090909777803e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql112>	1726.982787795781e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql94>	1966.6919736219402e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql16>	144.41271884213154e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql62>	97.69291091847819e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql30>	2.2953607636129063e0	"686"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql4>	9.02056936979915e0	"37797"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql189>	2354.351386787521e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql157>	1580.718521927016e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql125>	1556.8011348457553e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql171>	1712.9068731929901e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql29>	39.72986667750638e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql75>	1856.0809667063618e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql43>	166.9387870914405e0	"83"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql11>	38.989500638240585e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql138>	1469.7030993980786e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql184>	2380.09195881965e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql106>	1750.6097665585216e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql88>	2132.7735418920447e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql152>	1902.4324818785378e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql56>	11.20856838023473e0	"24"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql120>	1923.3339840613312e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql24>	177.64682443421927e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql70>	1611.587182918207e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql197>	987.0207430305312e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql119>	1524.4475656096827e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql165>	2299.961253319419e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql69>	1781.7759245724362e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql133>	1530.6163057167296e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql37>	1239.6400696793417e0	"185"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql101>	23.042441693624447e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql83>	1545.219058752474e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql51>	1479.5510509473047e0	"32"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql202>	1788.910792445144e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql178>	2073.0621740368865e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql146>	1944.404926214694e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql192>	1453.732210315509e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql114>	1472.9267953909766e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql96>	1865.5147900499912e0	"10"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql160>	1912.5283484514448e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql18>	79.81513601309302e0	"4978"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql64>	1400.974499181971e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql122>	60.49864690843775e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql173>	2254.52556553083e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql135>	1764.9381274465352e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql159>	1767.9648655878193e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql199>	1574.6787458523618e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql40>	7.735354956524723e0	"87"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql91>	72.41144140455663e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql186>	2066.213890329499e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql77>	1900.2600379177884e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql72>	1596.0324760688231e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql6>	14.89816655469958e0	"17493"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql13>	92.79059167735203e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql32>	156.73987578741023e0	"440"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql141>	1686.6508556267343e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql108>	1453.3003724808855e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql127>	1484.703471310951e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql45>	859.9859214571417e0	"58"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql154>	1543.4265437776735e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql1>	1.232346879424188e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql26>	116.21284916353903e0	"2796"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql58>	1628.6497293971333e0	"20"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.0.7-rc1"	<http://iguana-benchmark.eu/resource/1653344828/1/1/sparql167>	1799.5344964164667e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql187>	1482.7198637558372e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql109>	1557.1938619155228e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql155>	1536.2968567980834e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql123>	72.94397646088154e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql86>	1479.5202586517044e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql54>	1500.7771774613486e0	"27"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql22>	214.13388265621694e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql168>	1929.3901101392344e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql136>	1624.0315967256713e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql182>	1679.6466963952932e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql104>	1821.3971913569603e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql150>	1804.3710527879578e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql99>	1382.7762496563803e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql67>	1437.4357526111744e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql35>	450.9587947675251e0	"372"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql81>	1732.3601703833974e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql8>	45.6050158877386e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql149>	1899.4343231327796e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql195>	1625.3818766995062e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql117>	1625.6231148867955e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql163>	1704.204904054116e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql131>	2026.8303697019664e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql48>	1010.9022437312268e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql94>	1544.9021165467977e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql16>	139.8947313597044e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql62>	162.2270117524331e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql200>	1822.8373447603358e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql30>	3.2387725354721457e0	"686"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql176>	2063.463611713375e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql3>	14.883682362804102e0	"38533"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql144>	1594.3649615128268e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql190>	1925.4252012743239e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql112>	1970.831820446185e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql29>	50.946869562891706e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql75>	1546.7071532731106e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql43>	237.8565999664431e0	"83"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql11>	40.09188407669063e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql189>	1692.9061476532422e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql157>	1237.6489850907026e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql125>	1620.8853016175785e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql171>	1576.9046129873966e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql88>	1592.197214642037e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql56>	16.80127875473474e0	"24"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql24>	210.1372978265555e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql70>	1106.7197292048654e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql138>	1621.4909382168178e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql184>	1494.2501255170107e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql106>	1294.6156933314346e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql152>	1481.8937772612878e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql120>	1788.5144819296545e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql69>	1655.8353874431264e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql37>	902.68184066817e0	"185"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql83>	1690.232546137574e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql51>	1750.836476717056e0	"32"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql197>	1246.9215584923425e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql119>	1867.0362734653008e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"dicegroup/tentris_server:1.1.0-rc11"	<http://iguana-benchmark.eu/resource/1653344994/1/1/sparql165>	2032.3673468751774e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
