?triplestore	?eq	?qps	?resSize
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql139>	3162.0470038287117e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql185>	3688.8576456308742e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql97>	2581.6367318716393e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql107>	3201.106302338088e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql19>	31.70409846278451e0	"4978"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql153>	2362.4221788604004e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql65>	40.7628542620686e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql33>	53.03008477668644e0	"411"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql121>	2953.039001967314e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql198>	2850.678874920669e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql166>	3432.4216249427204e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql78>	2500.9716274772745e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql134>	3126.3058840203043e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql46>	1345.8467774080239e0	"55"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql180>	3705.136814029426e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql92>	1754.9883056354251e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql102>	1286.9306742028182e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql14>	24.406215488594373e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql60>	2230.4263913567115e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql7>	10.350587959663237e0	"16073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql179>	3760.098213765344e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql147>	3039.0037902455274e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql59>	2253.7227555907534e0	"20"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql193>	496.9737117140977e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql115>	3389.497303654895e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql27>	92.67157022217427e0	"2486"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql161>	3000.83093008454e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql73>	2367.320746867601e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql41>	327.5282374102841e0	"86"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql2>	0.7629348475492426e0	"218785"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql128>	2923.629249117478e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql174>	3646.433538826069e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql86>	2534.2936391426047e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql142>	1597.374767814922e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql54>	1734.2298530904986e0	"27"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql110>	3194.113291791406e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql22>	77.95363780667867e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql187>	3496.9799498323264e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql99>	2567.8494295265705e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql109>	3009.3183542840407e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql155>	2687.0538818792616e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql67>	1537.3737085932728e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql123>	2120.6056280025123e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql35>	219.33701760058202e0	"372"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql81>	2568.6314785273958e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql168>	3480.180315102486e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql136>	3239.209114702554e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql48>	653.7119978966161e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql182>	2861.3116519668365e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql94>	2898.660229579688e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql104>	2628.8960897273787e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql16>	55.40035177782969e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql150>	2239.4848348805435e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql62>	47.037784690429724e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql30>	0.9263602764743392e0	"686"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql9>	9.778870639442431e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql149>	3507.1992278550174e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql195>	2752.1370344072175e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql117>	2866.2074429101635e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql29>	6.889239732148619e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql163>	3027.1615093588734e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql75>	2667.1669086379757e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql131>	3094.4484460247227e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql43>	95.55341544217089e0	"83"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql11>	10.66012269308722e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql4>	3.033008119694851e0	"37797"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql200>	2945.5173545955186e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql176>	3614.368560776511e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql88>	2470.973474593945e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql144>	2061.6854924895883e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql56>	2.980847361463248e0	"24"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql190>	3171.2802098795523e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql112>	3295.7457195953175e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql24>	80.25367458904282e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql70>	2294.126081345886e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql189>	3529.285956041803e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql157>	2419.4642999574417e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql69>	2081.8848330456754e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql125>	2835.991492403655e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql37>	6.218193716322401e0	"185"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql171>	3691.5325840506594e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql83>	2868.3002720295967e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql51>	2153.2757676589613e0	"32"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql138>	2726.634694754154e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql184>	3657.568667803765e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql96>	2895.4429492055338e0	"10"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql106>	3189.7238156369403e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql18>	31.10153778132391e0	"4978"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql152>	2804.706334625587e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql64>	2444.4793552310875e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql120>	3198.476331168533e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql32>	72.57382298782035e0	"440"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql197>	1001.7590889602145e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql119>	3365.1719731876547e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql165>	2789.2034397572497e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql77>	2776.017063251548e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql133>	2402.1815652102605e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql45>	511.6200597561998e0	"58"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql91>	11.846400443741517e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql101>	10.603646153153845e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql13>	29.232498443985776e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql6>	3.2751542333530015e0	"17493"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql202>	2183.183981717144e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql178>	3866.4312955135356e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql188>	1218.103453526308e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql52>	29.141954689791593e0	"31"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql124>	2834.129723785717e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql38>	296.6704350734232e0	"113"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql40>	2.8399607914255816e0	"87"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql160>	2979.012854440467e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql173>	3584.1193406606276e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql194>	3237.077747485924e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql26>	39.786695620488366e0	"2796"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql113>	3316.468354756429e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql44>	1251.8593240610621e0	"59"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql3>	3.2020411377931635e0	"38533"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql105>	3083.081017408514e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql84>	2558.883316967853e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql100>	1542.5876043213434e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql154>	2824.2609285718054e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql10>	8.264705710301214e0	"11499"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql151>	2113.5984485623762e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql34>	157.48421858519768e0	"408"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql47>	990.6295034429991e0	"43"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql192>	3244.4494769460775e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql137>	3034.4142017867243e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql158>	2987.343521701606e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql53>	1387.1391669563475e0	"30"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql108>	3149.9829743420255e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql191>	3067.330982394543e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql74>	2410.4850313700526e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql87>	349.5160303954519e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql146>	3444.6601567182593e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql164>	3492.748181587979e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql177>	3564.77898548529e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql57>	1456.3226978086711e0	"23"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql129>	3091.2257823068135e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql80>	2430.788759352157e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql93>	2724.2626646884883e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql0>	0.3747185432766827e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql170>	3319.6203505120734e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql66>	27.368494636430526e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql15>	3.9502498086296547e0	"10563"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql156>	2919.575050012321e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql169>	3649.0064485241946e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql12>	10.533391386317579e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql31>	59.14255700451907e0	"542"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql85>	301.24061125897225e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql196>	2101.1062114092447e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql8>	9.798219718804376e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql89>	2484.7358535291287e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql71>	2547.285256211045e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql130>	2974.446234950914e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql143>	3282.829913189939e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql159>	3070.9676045674705e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql23>	82.42448637407983e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql186>	3131.2631787039036e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
